"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"99 m²","","Đông - Nam","4,5 m","2,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Phân lô Bích Đào 99m2 MT 4.5m, giá 2.5 tỷ đường 10m","https://batdongsan.com.vn/ban-dat-duong-bich-dao-phuong-bich-dao/phan-lo-99m-mt4-5-gia-2-5-ty-10m-pr42673426","10 m"
"129 m²","","","","29 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","4 tầng","","","Chính chủ bán gấp nhà mặt tiền đường Số 7, KDC Tên Lửa sầm uất, giá 29 tỷ, LH 0936 301 ***","https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-7-phuong-an-lac-a/chinh-chu-ban-gap-tien-7-kdc-ten-lua-sam-uat-gia-29-ty-lh-pr42610138","24 m"
"175 m²","","","7 m","680 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Gia đình cần bán lô đất của để dành tại khu tái định cư Hải An - Hải Lăng - Quảng Trị","https://batdongsan.com.vn/ban-dat-xa-hai-an-1/gia-dinh-c-b-lo-cua-de-dh-tai-khu-tai-dinh-cu-lg-qug-tri-pr42273109","13 m"
"94,5 m²","Nam","Nam","4,5 m","2,4 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","3 phòng","1 tầng","","","Bán gấp nhà mặt phố đường 4, 2,4 tỷ, 94,5m2 tại Cà Mau","https://batdongsan.com.vn/ban-nha-mat-pho-duong-4-phuong-8_3/ban-gap-4-2-4-ty-94-5m2-tai-ca-mau-pr42912069","14 m"
"40 m²","","","","6,5 triệu/tháng","","","","Không nội thất","","","1 phòng","1 tầng","","","Cho thuê mặt bằng kinh doanh không giới hạn ngành nghề DT40m2 giá 6,5 triệu Cư Xá Lữ Gia, Q11","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-phuong-15-4/cho-mat-bang-kinh-doanh-khong-gioi-han-nganh-nghe-dt40m2-gia-6-5-trieu-cu-xa-lu-gia-q11-pr41935033",""
"60 m²","","","","Thỏa thuận","","","","+ Thiết kế hiện đại, không gian thoáng đãng. + Phong thủy tốt, mang lại tài lộc cho gia chủ.","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","2 tầng","","","Cô Hai chuyển chỗ ở cần bán nhà Hồng Bàng, Quận 11. DT: 60m2 (4x15m) 1 trệt 2 lầu","https://batdongsan.com.vn/ban-nha-rieng-duong-hong-bang-phuong-16-2/co-hai-chuyen-cho-o-can-ban-quan-11-gia-re-4-8-ty-dt-60m2-4x15m-1-tret-2-lau-pr42197514",""
"38 m²","","Tây","3,7 m","7,7 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","","","Siêu phẩm phân khúc 7 tỷ, cực hiếm Quận 11, cần bán gấp nhà HXH Xóm Đất P. 10 Quận 11","https://batdongsan.com.vn/ban-nha-rieng-duong-xom-dat-phuong-10-7/sieu-pham-phan-khuc-7-ty-cuc-hiem-quan-11-can-ban-gap-hxh-p-10-quan-11-pr42786612","8 m"
"60 m²","","","4 m","26,3 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","5 tầng","","","Bán gấp nhà mặt phố Đường Đội Nhân, Cống Vị, Ba Đình, Hà Nội, 26,3 tỷ, 60m2","https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-nhan-phuong-cong-vi/ban-gap-n-ba-dinh-ha-noi-26-3-ty-60m2-pr42919142",""
"249,2 m²","","","5,5 m","20 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán mặt tiền Nguyễn Văn Cừ, An Khánh","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-cu-1-phuong-an-khanh-1/b-tien-khh-pr42889377",""
"10.000 m²","","","","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","","","","","","Công ty chuyên cho thuê nhà kho, nhà xưởng tại khu vực Miền Tây","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-tu-xuong-phuong-an-binh-2/cong-ty-chuyen-cho-tai-khu-vuc-mien-tay-pr41416456",""
"57 m²","","","4 m","9,85 tỷ","","","","","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","4 tầng","","","Bán nhà 57m2 x 3T, mặt tiền 4m, 30m ra phố Đại La - Trung tâm Quận Hai Bà Trưng","https://batdongsan.com.vn/ban-nha-rieng-pho-dai-la-phuong-dong-tam/ban-57m-x-3-mat-tien-4m-30m-ra-trung-quan-hai-ba-trung-pr42482410","4 m"
"133 m²","Đông","Đông","9 m","43 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Giao cắt 2 phố lớn Trần Đại Nghĩa + Đại La. DT 133m2 - MT 9m - góc ngã 4","https://batdongsan.com.vn/ban-nha-mat-pho-pho-dai-la-phuong-truong-dinh/tung-lam-hinh-anh-that-gom-3-tran-nghia-via-he-rong-khung-khiep-pr38401294","40 m"
"106 m²","","","","Thỏa thuận","","","","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng","","","","PKD CDT Bán CC 3PN 2WC, 106m2 tại The Nelson Private Residences, Láng Hạ, Ba Đình, HN","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/pkd-cdt-ban-cc-3pn-2wc-106m2-tai-ba-dinh-hn-pr42661010",""
"700 m²","","","","Thỏa thuận","","","","Đầy đủ","","","","16 tầng","","","CHO THUÊ NGUYÊN TÒA VĂN PHÒNG HẠNG B+ 16 TẦNG, 2 HẦM PHỐ DUY TÂN, CẦU GIẤY. LH 0913 572 ***","https://batdongsan.com.vn/cho-thue-van-phong-duong-duy-tan-phuong-dich-vong-hau-prj-n01-d17-duy-tan/cho-nguyen-toa-hang-b-16-g-2-ham-pho-cau-giay-lh-pr42787513?source=ad&adid=2997682","8 m"
"57,5 m²","","Tây","4,43 m","89 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất gấp tại Xã Vân Nội, Đông Anh, Hà Nội, 89 triệu, 57.5m2","https://batdongsan.com.vn/ban-dat-xa-van-noi/ban-gap-tai-dong-anh-ha-89-trieu-57-5m2-pr42859510","3,5 m"
"52,5 m²","","","","4 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng","","","","Bán nhà riêng 52.5m2, 4tỷ, đường 6, Hiệp Bình Phước, Thủ Đức, HCM","https://batdongsan.com.vn/ban-nha-rieng-duong-6-4-phuong-hiep-binh-phuoc/ban-58m2-4-2-ty-6-thu-duc-hcm-pr42037853",""
"67 m²","","","","Thỏa thuận","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Cô chủ dễ thương tìm khách thiện chí cho căn hộ Richmond Bình Thạnh","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nguyen-xi-phuong-26-prj-richmond-city/co-chu-de-thuong-tim-khach-thien-chi-c-binh-thanh-pr42892930",""
"225 m²","","","9 m","250 triệu/tháng","","","","","","","","7 tầng","","","Cho thuê tòa nhà Hoàng Hoa Thám, P. 6 Q. BT, 9x25m, hầm trệt 6 lầu mới xây có thang máy đẹp cao cấp","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-hoang-hoa-tham-phuong-6-13/cho-toa-p-6-q-bt-9x25m-ham-tret-6-lau-moi-xay-co-thang-may-dep-cao-cap-pr42803025",""
"160 m²","","","8 m","66 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","8 tầng","","","Bán tòa building ngay Võ Văn Kiệt, Quận 5 - DT: 8 x 20m - hầm 8 tầng - HĐT: 250 triệu - giá 66 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-van-kiet-phuong-6-8/ban-toa-building-ngay-quan-5-dt-8-x-20m-ham-8-tang-hdt-250-trieu-gia-66-ty-pr42646559",""
"83 m²","Nam","","","Thỏa thuận","","","","Bàn giao full nội thất: Điều hòa, tủ, bếp, thiết bị wc.","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Hot hàng hiếm 10 suất ngoại giao bảng hàng cực hot, lãi suất 0% trong 6 tháng, căn hộ TT Láng Hạ","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/t-hang-hiem-10-suat-ngoai-giao-bang-hang-cuc-t-lai-suat-0-trong-6-thang-tt-ha-pr42532368",""
"63,1 m²","","","5 m","15,8 tỷ","","","","Cơ bản.","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","3 tầng","","","Khu vip sân bay hiếm bán - nhà 2 mặt tiền hẻm 8m thông Yên Thế, P2, Tân Bình, 5x13, 3 tầng, 15.8 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-yen-the-phuong-2-22/khu-vip-san-bay-hiem-ban-2-mat-tien-hem-8m-thong-p2-tan-binh-5x13-3-tang-15-8-ty-pr42455335","8 m"
"92 m²","Tây","Đông","","3 tỷ","","","","Đầy đủ","Hợp đồng mua bán","3 phòng","2 phòng","","","","Bán căn hộ 3 phòng ngủ, 2WC, rộng 92m2 tại City Gate Towers, 3 tỷ VND. LH xem nhà 24/7: 0907 383 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-16-1-prj-city-gate-towers/ban-3-png-ngu-2wc-rong-92m2-tai-3-ty-vnd-lh-xem-nha-24-7-pr42881245",""
"57 m²","","","","4,45 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","3 tầng","","","Nhà Diện Tích Lớn , Lưu Hữu Phước Phường 15 Quận 8","https://batdongsan.com.vn/ban-nha-rieng-duong-luu-huu-phuoc-phuong-15-2/-dien-tich-lon-15-quan-8-pr42922251",""
"50 m²","","Đông","5 m","18 triệu/tháng","","","","Cơ bản","","","1 phòng","","","","Cho thuê mặt bằng đường Dương Bá Trạc, Quận 8: DT: 5mx10m, sàn trống, tiện kinh doanh. 18 triệu/th","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-duong-ba-trac-phuong-1-17/cho-mat-ng-quan-8-dt-5mx10m-san-trong-tien-kinh-doanh-18-trieu-th-pr42404729","20 m"
"62 m²","","","3,5 m","6 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","2 tầng","","","Bán gấp nhà chính chủ 1 đời hẻm thông 15m ra Tạ Quang Bửu, gần Aeon Mall Quận 8","https://batdongsan.com.vn/ban-nha-rieng-pho-ta-quang-buu-phuong-rach-ong/ban-gap-chinh-chu-1-doi-hem-thong-15m-ra-gan-aeon-mall-quan-8-pr42695670","3 m"
"52 m²","Nam","Bắc","","1,3 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","","","","Căn hộ Iris Tower Thuận An gần Quốc lộ 13 - Đã có sổ hồng - Ngân hàng cho vay 80% -Nhận nhà ngay","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-du-phuong-binh-hoa-prj-iris-tower/-thuan-an-gan-quoc-lo-13-da-co-so-ng-ngan-hang-c-vay-80-nhan-nha-ngay-pr42212095?source=ad&adid=2850563",""
"122 m²","","","","10,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Chính chủ cần bán căn hộ chung cư Cảnh Viên 1, 10,2 tỷ, 122m2, 3PN, 2WC, nhà y hình","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phu-19-prj-canh-vien-1/chinh-chu-ban-h-1-10-2-ty-122m2-3pn-2wc-nha-y-hinh-pr42398243",""
"1.600 m²","","","","110 nghìn/m²","","","","","","","","","","","Kho đầy đủ PCCC và giấy tờ pháp lý. Phù hợp cho các cty, doanh nghiệp hoặc cá nhân. Đường xe cont","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-quoc-lo-1k-phuong-linh-xuan/-day-du-pccc-va-giay-to-phap-ly-phu-hop-cho-cac-cty-doanh-nghiep-hoac-ca-nhan-xe-cont-pr41150937?source=ad&adid=2998174",""
"54,3 m²","Tây - Bắc","Đông - Nam","","2,25 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Chung cư CitiSoho - Q2 DT: 54,3m2. View Tây Bắc. Sổ hồng vĩnh viễn chỉ 2 tỷ 250","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-cat-lai-prj-citi-soho/-citisoho-q2-dt-54-3m2-view-tay-bac-so-hong-vinh-vien-chi-2-ty-250-pr42861213",""
"78 m²","","","","3,8 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","BÁN CĂN HỘ MIZUKI PARK 78M2 THÁP MP6,7,8 ĐÃ CÓ SỔ HỒNG HỖ TRỢ VAY LÃI SUẤT ƯU ĐÃI","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/ban-56m2-da-co-so-ng-view-tang-mat-nha-moi-tro-vay-pr41686731",""
"256 m²","","Tây","26 m","60 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Siêu phẩm: Đường Lê Quang Đạo. DT 256m2, ngang: 16m. Kẹp cống. Xây dựng được 11 tầng. Cực vip","https://batdongsan.com.vn/ban-dat-duong-le-quang-dao-phuong-my-an/sieu-pham-dt-256m-ngang-16m-kep-cong-xay-dung-duoc-11-tang-cuc-vip-pr42912712","10,5 m"
"100 m²","","","","7,4 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Bán CC Sông Hồng Park View, 7,4 tỷ, 100m2, 3PN, 2WC tại Thái Hà, Đống Đa, Hà Nội, giá tốt","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-thai-ha-phuong-lang-ha-prj-song-hong-park-view/ban-cc-7-4-ty-100m2-3pn-2wc-tai-dong-da-noi-gia-tot-pr42730081",""
"100 m²","","","","56 triệu/tháng","","","","","","","","7 tầng","","","Cho thuê nhà riêng tại Huỳnh Thúc Kháng - Đống Đa, 100m2 xây 7 tầng, 56tr/th, vừa hoàn thiện","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-huynh-thuc-khang-phuong-lang-ha/cho-tai-dong-da-100m2-xay-7-tang-60tr-th-vua-hoan-thien-pr42094918",""
"300 m²","","","7,5 m","9,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần Bán Gấp Lô Đất 2 Mặt Tiền Trước Sau ( Tạo Lực 2 và Đường số 51 ) Khu TĐC Phú Chánh D","https://batdongsan.com.vn/ban-dat-duong-tao-luc-2-phuong-phu-tan/can-ban-gap-lo-2-mat-tien-truoc-sau-2-va-so-51-khu-tdc-chanh-d-pr42900582","32 m"
"1.000 m²","Đông - Bắc","Đông - Bắc","8 m","27 triệu/tháng","","","","","","","","","Ở ngay","","CHO THUÊ NHÀ 4 TẦNG TRƯƠNG VĂN LĨNH - PHƯỜNG NGHI PHÚ - GIÁ CHỈ 27TR","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-truong-van-linh-xa-nghi-phu-prj-khu-do-thi-nghi-phu/cho-4-tang-ong-gia-chi-27tr-pr42749985","35 m"
"334 m²","","","10 m","12 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","3 tầng","","","Chính chủ bán biệt thự 334m2 MT 10m x 3 tầng view suối ngay ngã 6 Kim Tân giá tốt","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngoi-dum-phuong-kim-tan-1/chinh-chu-ban-334m2-mt-10m-x-3-g-view-suoi-ngay-nga-6-gia-tot-pr42365149",""
"100 m²","","","5 m","9,38 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","1 tầng","","","Ngay Ga Metro Bình Thái! Bá, Dien tich dep 5x20m 9tỷ khu Him Lam Trường Thọ","https://batdongsan.com.vn/ban-nha-rieng-duong-so-2-phuong-truong-tho-2/ngay-ga-metro-binh-thai-ban-gap-cap-4-5x20m-9ty-khu-him-lam-2-pr42882771","6 m"
"847 m²","Đông - Bắc","Đông - Bắc","25 m","180 tỷ","","","","","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","3 tầng","","","Bán biệt thự Trần Não, 180 tỷ, diện tích đất 847m2, hàng hiếm tại Bình An, Q2, HCM","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-nao-phuong-binh-an/b-180-ty-847m2-hg-hiem-tai-q2-hcm-pr42788700?source=ad&adid=2987294","16 m"
"60 m²","","","","4,17 tỷ","","","","Full","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Mình cần bán gấp căn hộ cao cấp HD Mon City Hàm Nghi Nguyễn Cơ Thạch. sang năm đi du học..","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-my-dinh-2-prj-mon-city/chu-nha-n-ban-gap-cao-cap-hd-nguyen-co-thach-thiet-ke-tng-minh-pr40608385",""
"110 m²","","","","14,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Bán căn hộ Aqua Central 44 Yên Phụ, 110m2 3PN, view Sông Hồng, nội thất cao cấp, giá 14.9 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-yen-phu-phuong-truc-bach-prj-ha-noi-aqua-central/ban-44-110m-3pn-view-song-ng-that-cao-cap-gia-15-6-ty-pr41842405",""
"385 m²","","","","45 tỷ","","","","","Sổ đỏ","","","","","","Chính chủ bán lô đất thổ cư Bùi Đình Tuý, DT 385m2, giá 45 tỷ, LH 0906 731 ***","https://batdongsan.com.vn/ban-dat-duong-bui-dinh-tuy-phuong-12-7/chinh-chu-ban-lo-tho-cu-dt-385m2-gia-53-5ty-lh-0906731418-pr33009008",""
"92 m²","","","4,4 m","45 tỷ","","","","","Sổ đỏ","3 phòng","","7 tầng","","","Bán nhà Yên Lạc, 92m2, MT 4,4m, nở hậu, ngõ thông, ô tô vào nhà, thang máy xịn sò, giá 45 tỷ","https://batdongsan.com.vn/ban-nha-rieng-pho-yen-lac-phuong-vinh-tuy/ban-92m2-mt-4-4m-no-hau-ngo-thong-o-to-vao-thang-may-xin-so-gia-45-ty-pr42877263",""
"70 m²","","","","Thỏa thuận","","","","","","2 phòng","","","","","Nhận booking chung cư Central Residence Gamuda. Vị trí ngay công viên, hồ nước","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tran-phu-7-prj-gamuda-gardens/ra-mat-central-residence-vi-tri-ngay-cong-vien-nuoc-pr42701417",""
"83 m²","Đông - Nam","Tây - Bắc","","Thỏa thuận","","","","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng","","","","Bảng hàng The Matrix One giai đoạn 2 - booking ngay hôm nay - nhận ưu đãi cực khủng","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/mo-ban-dot-1-max-giai-doan-2-vi-doc-ton-my-dinh-lien-he-ngay-pr42800943",""
"80 m²","","","","Thỏa thuận","","","","","","3 phòng","2 phòng","","","","Cần bán gấp căn góc 3PN 80m tòa HH2 Xuân Mai Complex, full nội thất mới tinh","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-yen-nghia-1-prj-xuan-mai-complex/-ban-gap-goc-3pn-80m-toa-hh2-full-noi-that-moi-tinh-pr42917817",""
"58 m²","","","3,9 m","7,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","","","Cơ hội vàng sở hữu căn nhà phân lô - đường Giải Phóng","https://batdongsan.com.vn/ban-nha-rieng-duong-giai-phong-phuong-bach-khoa/ban-sieu-dep-phong-pr42891695","3 m"
"98 m²","Đông - Nam","","","4,3 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Bán nhà chung cư CT2 Khu nhà ở Bộ tư lệnh Thủ đô, Yên Nghĩa, Hà Đông, HN 98m2","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-nghia-1-prj-ct2-yen-nghia/ban-nha-khu-nha-o-bo-tu-lenh-thu-do-ha-dong-hn-98m2-pr42266563",""
"83 m²","","","4,2 m","31 tỷ","","","","","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","","","BÁN GẤP NHÀ MẶT PHỐ NGUYỄN KHUYẾN , 83m x4,2m mặt tiền x4 tầng kinh doanh sầm uất ngày đêm 31tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-khuyen-phuong-van-quan/ban-gap-83m-x4-2m-tien-x4-tang-kinh-doanh-sam-uat-ngay-dem-31ty-pr42773630","50 m"
"848 m²","","","","35 triệu/m²","","","","","","","","","","","Bán đất mặt tiền đường Huỳnh văn lũy phường Phú Mỹ , gần chợ 16*53 m2, thổ cư 400m giá chỉ 35tr/m2","https://batdongsan.com.vn/ban-dat-duong-huynh-van-luy-phuong-phu-my/ban-mat-tien-gan-cho-16-53-m2-tho-cu-400m-gia-chi-35tr-m2-pr41273286",""
"110 m²","Đông - Nam","Đông - Nam","5 m","4,55 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","1 tầng","","","BÁN NHÀ 1 TRỆT 1 LẦU PHƯỜNG HIỆP THÀNH ĐÃ HOÀN CÔNG NGANG 5,4M MẶT TIỀN XE HƠI THÔNG KHU HIỆP THÀNH","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-duc-thuan-phuong-hiep-thanh/ban-1-tret-1-lau-da-hoan-cong-ngang-5-4m-mat-tien-xe-hoi-thong-khu-pr42375243","5 m"
"2.236 m²","Tây - Bắc","Đông - Nam","22,5 m","75 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","1 tầng","","","2.236m2 mặt tiền 30/4 phường Chánh Nghĩa, đang cho thu nhập 200tr/tháng cần bán gấp","https://batdongsan.com.vn/ban-dat-duong-30-4-1-phuong-chanh-nghia/2-236m2-mat-tien-30-4-dang-cho-thu-nhap-200tr-thang-can-ban-gap-pr42291693","18 m"
"71 m²","","","","3,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","GIỎ HÀNG NGOẠI GIAO - BAN CÔNG NGẮM TRỰC DIỆN SÔNG HÀN - VIEW PHÁO HOA - GIÁ TỐT CĐT PENINISULA","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-duyet-phuong-nai-hien-dong-prj-peninsula-da-nang/gio-hang-ngoai-giao-ban-cong-ngam-truc-dien-song-han-view-phao-hoa-gia-tot-cdt-peninisula-pr42919679",""
"12.253 m²","","","42 m","120 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán 12.253m2 đất Bông Văn Dĩa, Tân Kiên, Bình Chánh, TPHCM","https://batdongsan.com.vn/ban-dat-duong-bong-van-dia-xa-tan-kien/ban-12-253m2-binh-chanh-tphcm-pr42794029","8 m"
"35 m²","","","","Thỏa thuận","","","","","","","","","","","Sở hữu toàn bộ tiện ích xanh, rừng retreat 220ha tại Eco Retreat, nhận booking","https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-thanh-phu-prj-eco-retreat-long-an/so-huu-toan-bo-tien-ich-xanh-rung-220ha-tai-chi-voi-hon-1-ty-nhan-booking-pr42906728",""
"147 m²","","","","55 triệu/m²","","","","","Hợp đồng mua bán","3 phòng","3 phòng","","","","Sở Hữu Duplex Fiato Uptown Không Gian Sống Đẳng Cấp, Giá Tốt Chỉ 55 Triệu/m2 Thanh toán 44%nhận nhà","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-ngoc-van-phuong-tam-phu-prj-fiato-uptown/so-huu-duplex-khong-gian-song-dang-cap-gia-tot-chi-55-trieu-m2-thanh-toan-44-nhan-nha-pr42513109",""
"80 m²","","","","1,55 tỷ","","","","","Sổ hồng","","","","","","Bán gấp đất thổ cư MT đường số 5, Linh Xuân, DT: 80m2, Giá: 1tỷ350SHR, LH: 0909 583 *** Nhân","https://batdongsan.com.vn/ban-dat-duong-so-5-phuong-linh-xuan/ban-gap-tho-cu-mt-5-dt-80m2-gia-1ty350-shr-lh-nhan-pr42573796",""
"180 m²","Đông","Đông - Bắc","7,5 m","40,5 tỷ","","","","","Sổ đỏ/ Sổ hồng.","6 phòng","5 phòng","4 tầng","","","Bán nhà phố mặt đường An Dương Vương - view sông Hồng cực đẹp - DT 180m² - mặt tiền 7.5m","https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-duong-vuong-phuong-phu-thuong-1/chinh-chu-b-view-song-hong-180m-tien-7-5m-hop-kinh-doh-pr42164970","8 m"
"56 m²","","","4,5 m","15,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","","","5 tầng","","","BÁN NHÀ ĐẸP PHÂN LÔ TÂY HỒ - Ô TÔ QUA - HÀNG XÓM CIPUTRA - 2 MẶT THOÁNG TRƯỚC SAU - NỘI THẤT XỊN","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hoang-ton-phuong-xuan-la/ban-dep-phan-lo-tay-ho-o-to-qua-hang-xom-ciputra-2-mat-thoang-truoc-sau-noi-that-xin-pr42721386",""
"90 m²","","","5 m","24,3 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","5 tầng","","","Bán nhà 90m2 tại Lạc Long Quân, Tây Hồ, Hà Nội, giá siêu hời 24,3 tỷ, gara ô tô, ô chờ thang máy","https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-thuy-khue/ban-90m2-tai-tay-ho-ha-noi-gia-sieu-hoi-24-3-ty-gara-o-to-o-cho-thang-may-pr42441463","8 m"
"71,8 m²","Đông - Nam","","","Thỏa thuận","","","","Nội thất cao cấp","Hợp đồng mua bán","2 phòng","2 phòng","","","","Giỏ hàng giới hạn! Căn hộ chung cư cao cấp 2PN 2WC View sông Hàn - Dự án Peninsula Đà Nẵng","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-duyet-phuong-nai-hien-dong-prj-peninsula-da-nang/gio-hang-gioi-han-cao-cap-2pn-2wc-view-song-han-du-an-nang-pr42459631",""
