"Description","Location","Price","Price per m²","Space","Title"
"6 PN • Nhà mặt phố, mặt tiền","Quận Ba Đình • hôm qua","10,95 tỷ","304 tr/m²","36 m²","PHỐ NGỌC HÀ-KINH DOANH Ô TÔ TRÁNH-THANG MÁY-GARA Ô TÔ-60M-MT 5.5M"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","10,95 tỷ","304 tr/m²","36 m²","NHÀ PHỐ NGỌC LÂM, LONG BIÊN, 17M x 5 TẦNG, GIÁ CHỈ CÓ 3 TỶ"
"Đất thổ cư • Ngang 10 m","Huyện Quốc Oai • hôm qua","10,95 tỷ","304 tr/m²","36 m²","Gia Đình em muốn bán mảnh đất nghỉ dưỡng view hồ"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","10,95 tỷ","304 tr/m²","36 m²","Bán nhà Định Công Hạ, Hoàng Mai 34m* 4tầng gần ô tô đỗ, gần phố"
"2 PN • Nhà ngõ, hẻm","Huyện Sóc Sơn • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Bán nhà - Xã Tiên Dược Sóc Sơn)- ô tô vào đất - 64 m2- 2,4 tỷ"
"3 PN • Chung cư","Quận Hà Đông • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Bán nhanh chung cư Bình Vượng 200 Quang Trung 117m2, 3 ngủ, 2 VS"
"Đất thổ cư","Huyện Thanh Trì • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","CHÍNH CHỦ CẦN BÁN 59M2, HƠN 3 TỶ, ĐƯỜNG THÔNG OTO ĐỖ CỬA"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Cực gấp! Ngõ 79 Cầu Giấy, ô tô đỗ cổng, full nội thất, ở luôn, 39,5m2."
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Tôi chính chủ bán nhà ngõ rộng 4m lô góc 5 tầng gần ô tô"
"3 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Quận Thanh Xuân • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","chính chủ tôi bán nhà 48m2 /4 tầng khương đình thanh xuân"
"3 PN • Chung cư","Quận Hà Đông • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Bán nhanh chung cư Bình Vượng 200 Quang Trung 146m2, 3 ngủ, 2 VS"
"4 PN • Nhà biệt thự","Quận Thanh Xuân • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Nhà Khương Đình 10m ra ô tô đỗ, ngõ ba gác phi, nhà mới đẹp, 50m2*5T"
"4 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","HOA HẬU LIÊN NINH-THANH TRÌ 70M x 4TẦNG, OTO ĐỖ CỔNG, HƠN 5 TỶ"
"Đất thổ cư • Ngang 4 m","Huyện Đông Anh • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Chỉ 6x triệu/m2 sở hữu 66m2 Nguyên Khê Đông Anh sát trục Nhật Tân"
"3 PN • Chung cư","Quận Nam Từ Liêm • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Tôi bán nhanh chung cư VOV Mễ Trì, 87m2, 3 ngủ, 2 vệ sinh, giá tốt"
"3 PN • Nhà mặt phố, mặt tiền","Huyện Sóc Sơn • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Chỉ 2,2Tỷ sở hữu căn nhà đẹp xây mới 69m2 đường 7m tại Bắc Sơn Sóc Sơn"
"Đất thổ cư • Ngang 4.6 m","Huyện Sóc Sơn • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Bán 54,5m2 Quang Tiến,Sóc Sơn. Sát KCN Nội Bài. chỉ 1,x tỷ"
"3 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Quận Thanh Xuân • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Chỉ 5ty85 Tại phố Triều khúc -DT35m2 x 4T, MT4m, Ô tô gần nhà"
"Đất thổ cư • Ngang 4 m","Huyện Đông Anh • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Bán 72,2m thổ cư Vân Nội Đông Anh.Sát trục Nhật Tân. Giáp chợ Vân Trì"
"3 PN • Chung cư","Quận Nam Từ Liêm • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Bán chung cư Dream Town, Coma 6 Tây Mỗ 95m2, 3 ngủ, 2 vs"
"Đất thổ cư","Quận Hà Đông • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Chính chủ bán đất phân lô vỉa hè Man bồi gốc găng Hà Đông"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Gara ô tô- 15 Tỷ hơn- Phố Nguyễn Khánh Toàn_ Cầu Giấy- Dt 55m2, 5 Tầng"
"7 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","Bán Nhà Đại Từ 40m, 6 tầng, 7 phòng ngủ, ô tô đỗ cổng, nhỉnh 6 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","2,4 tỷ","38 tr/m²","64 m²","SIÊU PHẨM DÂN XÂYTHÀNH THÁI-1 NHÀ RA PHỐ-50M2*4TẦNG,MT 7.1M GIÁ 8.9 TỶ"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","13,9 tỷ","397 tr/m²","35 m²","35 m 7 tầng thanh máy , lô góc , 7 chỗ vào nhà , kd"
"3 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","13,9 tỷ","397 tr/m²","35 m²","CHỦ BÁN CĂN GÓC CC BỘ QUỐC PHÒNG 789 MỸ ĐÌNH 86M² – 3PN – CÓ SLOT ÔTÔ"
"2 PN • Hướng Đông Nam • Tập thể, cư xá","Quận Hai Bà Trưng • hôm qua","13,9 tỷ","397 tr/m²","35 m²","Nhà phố Thanh Nhàn"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","13,9 tỷ","397 tr/m²","35 m²","BÁN NHÀ “ĐẸP NHƯ TRANH” TẠI ĐỐNG ĐA, 44.5m2 - 8 Tỷ"
"2 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • hôm qua","13,9 tỷ","397 tr/m²","35 m²","Rẻ quá trời ơi! Bán nhà cổ nhuế, ngõ thông rộng oto chạy qua 38,2m"
"4 PN • Nhà mặt phố, mặt tiền","Huyện Đông Anh • hôm qua","13,9 tỷ","397 tr/m²","35 m²","BÁN NHÀ TRỤC KINH DOANH ĐA LỘC KIM CHUNG ĐÔNG ANH"
"Đất thổ cư","Quận Bắc Từ Liêm • hôm qua","13,9 tỷ","397 tr/m²","35 m²","CẦU DIỄN- GẦN PHỐ - KHU VỰC KINH DOANH SẦM UẤT-Ở HOẶC ĐẦU TƯ CỰC ĐỈNH."
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","13,9 tỷ","397 tr/m²","35 m²","Đống Đa - Ngã tư Láng, Nguyễn Chí Thanh - Ngõ thông - 35m - 5T -7,5 tỉ"
"Đất thổ cư • Ngang 13 m","Huyện Chương Mỹ • hôm qua","13,9 tỷ","397 tr/m²","35 m²","Bán Lô Đất Vàng 320m² ôtô đổ cửa giá chỉ nhỉnh 10 triệu/m tại Hà Nội"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","13,9 tỷ","397 tr/m²","35 m²","NHÀ ĐẸP 4TẦNG -GIÁ TỐT: SỞ HỮU nội thất xịn, ngõ ôtô, Vạn Phúc, 4.3tỷ."
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","13,9 tỷ","397 tr/m²","35 m²","LƯƠNG KHÁNH THIỆN, HOÀNG MAI,5 TẦNG. 5M RA OTO TRÁNH.5,5 TỶ."
"3 PN • Chung cư","Quận Hoàng Mai • hôm qua","13,9 tỷ","397 tr/m²","35 m²","BÁN GẤP CC ĐẠI KIM 86M 3PN 2VS ĐỂ CHUYỂN CÔNG TÁC"
"2 PN • Chung cư","Quận Thanh Xuân • hôm qua","13,9 tỷ","397 tr/m²","35 m²","CC THẤP TẦNG - NHỈNH 2 TỶ - 2 NGỦ - NHÀ ĐẸP Ở NGAY"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","13,9 tỷ","397 tr/m²","35 m²","Nhỉnh 10 tỷ có nhà Nguyễn văn cừ , 5 tầng , oto ngủ trong nhà"
"6 PN • Nhà phố liền kề","Quận Hà Đông • hôm qua","13,9 tỷ","397 tr/m²","35 m²","BÁN NHÀ VĂN KHÊ: 60m 5T- LÔ GÓC THOÁNG SÁNG-RẺ NHẤT KHU VỰC 15.2 TỈ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • hôm qua","13,9 tỷ","397 tr/m²","35 m²","ĐÀM QUANG TRUNG 6 tỷ NGÕ THÔNG,Ô TÔ CỬA,GẦN PHỐ LONG BIÊN HÀ NỘI"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","13,9 tỷ","397 tr/m²","35 m²","NHÀ ĐẸP 34M2 -NGÕ NÔNG- ÔTÔ GẦN CỬA- ĐƯỜNG 19/5, 4.95TỶ."
"9 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","13,9 tỷ","397 tr/m²","35 m²","7,4 TỶ ■ BÁN NHÀ MỚI - 7,4 TỶ ■ BÁN NHÀ MỚI - THANG MÁY - 10M RA OTO"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","13,9 tỷ","397 tr/m²","35 m²","BỒ ĐỀ 6 TỶ 45m NHÀ 4TẦNG,Ô TÔ NGÕ THÔNG,TRUNG TÂM LONG BIÊN HÀ NỘI"
"nhiều hơn 10 PN • Hướng Tây Nam • Nhà mặt phố, mặt tiền","Quận Hoàn Kiếm • hôm qua","13,9 tỷ","397 tr/m²","35 m²","bán Khách Sạn 7 Tầng nhà số 15 mặt phố Hàng Cân 110 m ,"
"3 PN • Nhà mặt phố, mặt tiền","Quận Ba Đình • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","💥SIÊU PHẨM 16TỶ MẶT PHỐ KIM MÃ,BA ĐÌNH-KINH DOANH ĐỈNH-VỈA HÈ ĐÁ BÓNG💥"
"3 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","CHỈ 3 TỶ700TR NHẬN NGAY CĂN 3PN2VS 80m FULL ĐỒ ĐẸP VIEW BIỂN HỒ VHOCP"
"3 PN • Tập thể, cư xá","Quận Thanh Xuân • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","NHỈNH 2 TỶ TẬP THỂ NGUYỄN TRÃI DUPLEX 2 TẦNG 3 NGỦ 80m2 2 WC nhà đẹp"
"4 PN • Hướng Bắc • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","Bán nhà 4 tầng , ngõ 622 phố Minh khai, gần Times City"
"Đất thổ cư • Ngang 7 m","Huyện Đông Anh • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","Bán 84m đất gần ngay đường dẫn cầu Tứ Liên, Xuân Canh Đông Anh 12,xxty"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","NHÀ ĐẠI LA- SAU 1 NHÀ RA PHỐ- 28M- CHỈ 5,38 TỶ- NHÀ ĐẸP- NGÕ RỘNG"
"4 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","Bán nhà Mỹ Đình, Nam Từ Liêm. DT 37m2, 4 tầng, 4 ngủ. Giá 6.3 tỷ"
"5 PN • Hướng Đông • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","ĐẲNG CẤP-MẶT PHỐ ĐÀM QUANG TRUNG 90M-8 TẦNG-THANG MÁY-FULL NỘI THẤT"
"2 PN • Hướng Đông • Tập thể, cư xá","Quận Thanh Xuân • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","BÁN NHÀ TẬP THỂ TẦNG 1 MẶT NGÕ ĐẦU NGUYỄN TRÃI CHỈ 4,5 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","Lô góc Đê La Thành ,10m ra phố, ô tô đỗ cửa, KD, nhà thoáng 30m*3T,"
"4 PN • Hướng Đông Bắc • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","HIẾM!NHÀ THẠCH BÀN-56M2-6 TẦNG-THANG MÁY-GARA Ô TÔ-KINH DOANH NGÀY ĐÊM"
"5 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","HIẾM-NHÀ NGỌC THUỴ-7 TẦNG 115M, THANG MÁY, GARA Ô TÔ, NỘI THẤT CAO CẤP"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","(SỔ VUÔNG)mặt ngõ chùa Láng 50mx4T MT 4.6m 10 tỷ KD ở suống oto đỗ ĐĐ"
"4 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","HIẾM! NGỌC LÂM-KINH DOANH-Ô TÔ TRÁNH-THÔNG-60M-5 TẦNG-2 THOÁNG-GẦN PHỐ"
"4 PN • Hướng Đông • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","CỰC HIẾM! CĂN GÓC 48M-6 TẦNG-THANG MÁY-GARA Ô TÔ-GẦN AEON,CHỈ HƠN 12TỶ"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","THẬT 100%-BÁN NHÀ PHÚC LỢI-48M-4 NGỦ-NỞ HẬU-Ô TÔ ĐỖ GẦN-SỐC HƠN 5 TỶ"
"3 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","HIẾM-NHỈNH 6 TỶ-NHÀ RIÊNG-33M-3 NGỦ-GẦN AEON-CẦU VĨNH TUY SANG PHỐ CỔ"
"5 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","VIP! SIÊU PHẨM 60M2-7 TẦNG-THANG MÁY-FULL NỘI THẤT-THẠCH BÀN-GẦN AEON"
"4 PN • Nhà biệt thự","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","HIẾM! KHU VIP PHÂN LÔ-VỈA HÈ-Ô TÔ TRÁNH-96M-VIỆT HƯNG-LONG BIÊN-30 TỶ"
"6 PN • Hướng Tây Bắc • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","16 tỷ","457 tr/m²","35 m²","CỰC RẺ-HƠN 12 TỶ- NHÀ 93M2-5TẦNG-THANG MÁY-GARA Ô TÔ-6 NGỦ-KINH DOANH"
"Đất thổ cư • Ngang 8 m","Huyện Đông Anh • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","BÁN 122m đất VỊ TRÍ ĐẸP TIỆN ÍCH GT THUẬN TIỆN TẠI VẠN LỘC ĐÔNG ANH"
"5 PN • Hướng Bắc • Nhà ngõ, hẻm","Quận Long Biên • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Nhà 40m Phố Trạm – Đối Diện Aeon Long Biên – Hơn 5 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","💥💥 HIẾM - XUÂN THUỶ - CẦU GIẤY - NHÀ DÂN XÂY - Ô TÔ ĐỖ CỔNG - PHÂN LÔ"
"9 PN • Hướng Bắc • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán nhà chung cư mini 5 tầng đang cho thuê phố Đội Cấn"
"4 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Long Biên • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Nhà Cổ Linh – Ngọc Trì 68m2 Thang Máy, Ô Tô đỗ Cổng – Hơn 7 tỷ"
"Đất thổ cư","Quận Long Biên • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Đất 45m2 Sài Đồng – Long Biên Ô Tô Thông"
"3 PN • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","HÀNG HIẾM ĐỘI CẤN - PHÂN LÔ QUÂN ĐỘI - NGÕ THÔNG - DÂN XÂY- 2 THOÁNG-"
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán căn hộ dịch vụ tại đường Cầu Diễn"
"2 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán nhà mặt ngõ ô tô 16 chỗ đỗ cửa-s:106,6m, mặt tiền 10,3m."
"3 PN • Nhà mặt phố, mặt tiền","Quận Hoàng Mai • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán nhà Nam Dư 47m - Ngõ Thông Tứ phía - Full tiện ích - ô tô đỗ cửa"
"7 PN • Hướng Đông Nam • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","BÁN NHÀ 80M² 4 TẦNG TẠI ĐỘI CẤN"
"1 PN • Chung cư","Quận Thanh Xuân • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Chính chủ bán gấp căn 37m2 thiết kế hiện đại Trinity Tower - 2.35 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Cực hiếm . Nhà Phố Vọng ngõ nông sát phố ,4 ngủ nội thất xịn gần B-k-X"
"3 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán nhà Đông Ngạc, 41m2, 4 tầng, ngõ ô tô, 5.95 tỷ"
"2 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán nhà cực đẹp Đại La: 17m2, 4 tầng, full nội thất, số riêng, 2,9tỷ"
"2 PN • Căn hộ dịch vụ, mini","Quận Đống Đa • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Chưa đến 2 tỷ có CCmn Đặng Văn Ngữ"
"2 PN • Căn hộ dịch vụ, mini","Quận Đống Đa • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán Căn Hộ CCMN Đặng Văn Ngữ 40M"
"3 PN • Chung cư","Huyện Gia Lâm • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","Bán căn 3PN,2WC 80m2 sẵn nội thất giá 3.75 tỷ tại Vinhomes Ocean Park"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","HAI BÀ TRƯNG 31m2_4TẦNG_5m MẶT TIỀN full NỘI THẤT _GIÁ 5,6 TỶ."
"2 PN • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","15 tỷ","123 tr/m²","122 m²","SIÊU PHẨM HOÀNG HOA THÁM- 50M RA Ô TÔ- 52M2*3 TẦNG GIÁ 8.1 TỶ"
"3 PN • Chung cư","Quận Nam Từ Liêm • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Bán CC lô góc ,DT 136m2 tại MHD Trung Văn, 10,8 tỷ, Nam Từ Liêm,"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","#ĐỊNH_CÔNG_HOÀNG_MAI có 1.0.2 siêu rẻ DT35m 5Tầng  8.2tỷ"
"1 PN • Chung cư","Huyện Gia Lâm • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","BÁN GẤP CĂN HỘ 1PN+, 47M, TẦNG TRUNG, FULL ĐỒ CHỈ 2,3 TỶ TẠI VHOCP"
"2 PN • Chung cư","Huyện Gia Lâm • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","CHỈ 2,7 TỶ CÓ NGAY CĂN 2PN1VS, 60M, FULL ĐỒ, TẦNG TRUNG TẠI VHOCP."
"6 PN • Hướng Đông Nam • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Bán nhà 70m² 2 mặt tiền view hồ sinh thái Dương Văn Bé, ô tô, 14 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Bán nhà Vân Hồ ô tô tránh, kinh doanh 8.3 tỷ"
"3 PN • Nhà mặt phố, mặt tiền","Huyện Gia Lâm • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","siêu hiếm nhà 55m2 otô đỗ cửa cách 1 nhà ra oto tránh, tặng"
"5 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","TÂY TỰU - MẶT NGÕ - VỊ TRÍ ĐẸP - GIÁ 6,3 TỶ"
"7 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Đống Đa • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Chính chủ cần bán gấp nhà ngõ Láng Hạ sau Tập thể diện tích 75ms"
"Đất thổ cư • Ngang 12 m","Huyện Đông Anh • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Đất Đại Mạch, dự án cầu thượng cát, kcn bắc thăng long"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","MẶT NGÕ Ô TÔ TRÁNH VỈA HÈ - NHƯ MẶT PHỐ - NHÀ ĐẸP Ở LUÔN"
"Đất thổ cư","Quận Long Biên • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Phố Gia Quất Long Biên bán đất 50m2,chỉ 6 tỷ hơn, ô tô, gần Ngọc Lâm"
"3 PN • Nhà ngõ, hẻm","Huyện Quốc Oai • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Bán nhà Yên Sơn, Quốc Oai, Hà Nội, 40m2x3 tầng. Xây mới chính chủ"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","Triều Khúc nhà đẹp ở luôn mặt tiền rộng ngõ thông thoáng sổ vuông đẹp"
"1 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","BÁN NHÀ MẶT PHỐ LÊ THANH NGHỊ"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 20 giờ trước","10,8 tỷ","79 tr/m²","136 m²","NHÀ MỚI ĐẸP Ở LUÔN DIỆN TÍCH 30M2 NHỈNH 7 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 21 giờ trước","10,8 tỷ","79 tr/m²","136 m²","NGUYỄN HOÀNG – NHÀ ĐẸP – NGÕ THÔNG – GIÁ TỐT CHỈ 6,7 TỶ"
"4 PN • Hướng Đông Nam • Nhà ngõ, hẻm","Quận Hà Đông • 21 giờ trước","10,8 tỷ","79 tr/m²","136 m²","CẦN TIỀN BÁN SỚM"
"3 PN • Hướng Đông Bắc • Nhà phố liền kề","Quận Tây Hồ • 21 giờ trước","10,8 tỷ","79 tr/m²","136 m²","🌺🌺🌺SIÊU PHẨM XUÂN LA, TÂY HỒ CỰC ĐẸP❤️DT 31m2, 5 TẦNG"
"8 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 21 giờ trước","10,8 tỷ","79 tr/m²","136 m²","✅ B ÁN NHÀ Ngũ Hiệp - Thanh Trì"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","Phố Định Công Thượng 35m2*5T, Lô Góc, Ô tô đỗ cửa, Kinh Doanh, Gần phố"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","Bán nhà Khương Đình 55m2*4T, Ngõ nông, Gần phố, Giá chỉ 8,8 tỷ"
"Đất nông nghiệp","Quận Nam Từ Liêm • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","BÁN MẢNH ĐÁT CỰC ĐẸP TẠI KẺ VẼ- NAM TỪ LIÊM: 191M/ mt 10M/ GIÁ CHỈ 4TỶ"
"Văn phòng","Quận Thanh Xuân • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","🚀🚀TÒA BUILDING MẶT PHỐ NGUYỄN LÂN: 116M/ 9 TẦNG/ MT 19M/ 42 Tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","NHÀ MỚI PHỐ KHUYẾN LƯƠNG: 30M/ 5 TẦNG/ GIÁ 5,4 TỶ. Ô TÔ ĐỖ CỔNG"
"Mặt bằng kinh doanh","Quận Thanh Xuân • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","🚀🚀BÁN TOÀ BUILDING MẶT PHỐ HÀ KẾ TẤN: 113/123M/ 8 TẦNG 1 HẦM/ GIÁ 56,8"
"2 PN • Chung cư","Quận Hoàng Mai • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","🚀🚀BÁN CĂN CC ĐỒNG TÀU - THỊNH LIỆT: 68m/ 2 NGỦ/ 2 VS/ GIÁ 3,75 TỶ."
"3 PN • Hướng Bắc • Tập thể, cư xá","Quận Đống Đa • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","Bán căn tt Phương Mai"
"2 PN • Chung cư","Quận Hoàng Mai • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","🚗🚗BÁN CĂN CHUNG CƯ N1 ĐỒNG TÀU: 54M/ 2 NGỦ/ 3,68 TỶ- FULL NỘI THẤT."
"2 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","💯💯VĨNH HƯNG- Ô TÔ ĐỖ CỬA- NHÀ ĐẸP Ở LUÔN: 38M/ 2 TẦNG/ 2 NGỦ/ 2,95 TỶ"
"3 PN • Chung cư","Quận Hoàng Mai • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","🏨🏨BÁN CĂN HỘ CHUNG CƯ MẶT PHỐ LĨNH NAM: 78M/ 3 NGỦ/ GIÁ 4,38 TỶ"
"Đất thổ cư • Ngang 3.1 m","Huyện Hoài Đức • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","Bán gấp - đất liền kề 25 hecta Vân Canh - giá *** khu vực"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","6,1 tỷ","174 tr/m²","35 m²","Bán nhà phố Trương định ngõ cực nông ngõ thông tứ tung 32m2 x 5 tầng g"
